,description,type,Rent,Rooms,Living space,geometry,Gardens,PubliBike,Park,Public_transport,Year,District,CHF/m2/year
297,"
Modern apartment near the university, ETH, Central and the main train station
We rent a modern 3-room apartment in the most central residential area which has the following expansion:

-Oak parquet floors
-Large and modern eat-in kitchen
-Dishwasher and glass ceramic stove
-Bathroom with bathtub
-Washing machine/tumbler can be installed in the bathroom
-Separate toilet
-Balcony
-Lift
-Cellar compartment available

We are pleased to present this apartment to you and are happy to answer any questions you may have.
Read more",Apartment,2990.0,3.0,75.0,POINT (8.5437069 47.3829221),0.015796839632990983,0.0031282503259765413,0.00020690318176896547,8.437479036908966e-05,1957.0,Unterstrass,478.4
301,"
2 room apartment in the city of Zurich
completely furnished
- fully equipped kitchen
- Wi-Fi internet access incl.
- 24-hour hotline
- FLAT TV incl.
- all additional costs included (including electricity, hot water, shared laundry room in the basement, etc. )
- SERAFE NOT INCLUDED.
- Pets on request
- Pitches on request
- CLEANING 1 x per week incl.
- Including gauze disposal
- Final cleaning included
- There is a fully equipped kitchenette and a private bathroom.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2945.0,3.0,28.0,POINT (8.529149 47.381806),0.016294380971231207,0.0005744065015138047,9.094106750545507e-05,0.0001710349411450538,1930.0,Gewerbeschule,1262.142857142857
302,"
Business apartment in Zurich
Are you coming to Zurich on business and are you still looking for suitable accommodation for your stay? Then this business apartment is just right for you! Here you will find the necessary peace and relaxation away from the center. The furnished apartment is ideal for business travelers traveling with family. The elegant apartment has 2.5 rooms and offers sleeping places for a total of four people. You can cook for yourself in your own kitchen, which is equipped with all the necessary cooking utensils. Of course, the apartment also has its own bathroom and a big plus is the balcony. Our service includes everything you need for your business stay: wireless internet, television, laundry facilities, bed linen and bath towels. A parking space can be rented for a monthly fee and subject to availability. All in all, you will find all-round comfort in this apartment.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2800.0,4.0,38.0,POINT (8.5574123 47.4046105),0.013622234413605919,0.005050612282809679,0.0002506537217798591,0.0009164245487727618,1935.0,Schwamendingen-Mitte,884.2105263157895
306,"
1-room apartment in district 4 for rent
We rent this beautiful 1-room apartment at Knüslistrasse 4 in 8004 Zurich. The apartment has the following to offer:

- parquet floors
- Modern bathroom with bathtub
- Egg built-in cupboards in the corridor
- Kitchen with dishwasher and ceramic hob
- Cellar compartment
- Lift available

The Herdernstrasse bus stop is just around the corner. We look forward to your contact request.
Read more",Apartment,1400.0,1.0,37.0,POINT (8.508908083920772 47.38450775),0.0018414126654553993,0.0034942372941471843,0.0002908473439431601,0.0004108726545894143,1955.0,Hard,454.05405405405406
310,"
Sunny apartment
Sunny and very spacious 2 room apartment with high quality furniture. The apartment has a separate kitchen and a balcony.

The apartment is fully equipped, including a flat screen TV and WiFi. Household appliances such as a microwave, coffee maker, kettle, toaster, iron, vacuum cleaner and hair dryer are available. The kitchen is equipped with the usual utensils such as pots, pans, crockery and cutlery.

Please note that the provider charges an additional VAT of 3.7% for guests who will not register in Zurich total rental price.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3977.0,2.0,55.0,POINT (8.5678557 47.3627095),0.006187803442985093,0.006981174640971217,0.0016888978524140983,0.001988226126934457,1917.0,Hirslanden,867.709090909091
311,"
Comfortable business apartment
On 33m2, this beautiful and furnished 2.5 room apartment offers the highest level of comfort. The business apartment impresses with its central location in Zurich and its modern facilities.
The bright accommodation can accommodate four people. In the bedroom there is a double bed and in the living room there is a sofa bed for two people. In the spacious living area with open kitchen you will also find a comfortable seating area. The kitchen is equipped with everything you need to cook. Of course, modern apartments also have their own bathroom.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3472.0,1.0,33.0,POINT (8.5262934 47.376154),0.019336692679601378,0.00044364850019211244,5.439762172559351e-05,0.0005866358495971877,1906.0,Langstrasse,1262.5454545454545
312,"
Stylish duplex apartment with a fantastic lake view
We rent this exclusively by arrangement",Duplex,3730.0,3.5,95.0,POINT (8.53263322406422 47.3496106),0.015986853881494182,0.004967154979349635,0.0002337012176607892,0.0016312435794395106,1927.0,Wollishofen,471.1578947368421
316,"
On the best residential location in Zurich-Oerlikon
As of February 1, 2024, we are renting a very modern 4.5-room apartment on the 3rd floor with that certain something. The property, which was built in June 2014, impresses with a diverse floor plan, modern interior design and very high-quality construction.

Your benefits at a glance:

Home in the best residential location
- Tram stop
- Felsenrainstrasse right in front of the front door
- Excellent connections in all directions from Oerlikon train station
- Shopping opportunities in the immediate vicinity

Timeless construction
- Minergie standard
- Light-flooded rooms
- Floor plans that can be easily furnished
- Modern living concept

High quality equipment
- Open plan kitchen with granite top
Read more",Apartment,3550.0,4.5,98.0,POINT (8.5443281 47.4161835),0.0059526908163828355,0.0019805573858504046,0.00023590634500365214,0.001179311587716327,2014.0,Seebach,434.6938775510204
320,"
Modern studio with balcony
Â· High-end apartment for discerning tastes
Â· Large balcony
Â· Modern kitchen with plenty of space
Â· Parquet flooring in the living and sleeping area
Â· Comfortable bathroom with walk-in shower
Â· En suite washing machine and dryer
Â · The pictures are visualisations, as the renovation is not yet complete
Â· Within walking distance from Zurich main station
Â· One minute walk to public transport

The studio is fully equipped, including Smart TV and WiFi. Household appliances such as a coffee maker, kettle, toaster, iron, vacuum cleaner and hair dryer are available. The kitchenette is equipped with the usual utensils such as pots, pans, crockery and cutlery.


Please note that the provider charges an additional VAT of 3.7% for guests who will not register in Zurich. on the total rental price.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3146.0,1.0,27.0,POINT (8.5444664 47.3825728),0.01512815507661312,0.0024354056823173266,7.269090328691114e-05,0.0008191564754274014,1977.0,Unterstrass,1398.2222222222222
324,"
Classic Apartment Zurich
Renovated 2.5 room apartment with 52m2, fully equipped and tastefully furnished. Large kitchen with dishwasher, fridge and freezer. Bathtub and own washing machine with dryer in the basement.

Weekly cleaning of the apartment with change of linen (towels and bed linen) included in the price.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3610.0,5.0,52.0,POINT (8.5445346 47.415439),0.006689891264441643,0.002500695254217518,0.00016119441410925785,0.0015368991813201722,1953.0,Seebach,833.0769230769231
329,"
Modern apartment in a prime location for rent
We are renting this renovated, modern and centrally located 3.5-room apartment as of February 1st, 2024. In addition to the attractive floor plan, the residential property offers you the following amenities:

- friendly entrance area
- Living and dining area with parquet floors
- closed kitchen with modern equipment
- and dishwasher
- Bathroom with bathtub and slab floor
- with its own washing tower
- Balcony
- and roof terrace for shared use
- Basement and attic compartment

The photos are sample images that are intended to show the standard of construction. You can see the exact room layout in the floor plan.

Unfortunately there is no parking available at this property.

The ""Wipkingen"" train station, which is served by the S24, is just a few minutes' walk from the property. From there you can get directly to the “Zurich HB”. There are also several bus and tram stops near the property. You can also easily reach the city center by bike.

Various shopping opportunities such as a Migros or a Coop are located near the property. You will also find several restaurants and other service providers in the area. Bahnhofstrasse, which is easy to reach by public transport, also offers many other shopping opportunities.

The well-known river baths ""Upper and Lower Letten"" are close to the property. It's not only suitable for swimming and relaxing, but you can also experience Zurich city life up close.

Have we piqued your interest?

Then contact us directly in the online advertisement using “Contact provider”. You will then receive an automated email with the viewing information as well as the opportunity to apply digitally for the apartment and/or to ask us any questions.

We look forward to receiving your digital application after the viewing.
Read more",Apartment,3432.0,3.5,76.0,POINT (8.532463971624473 47.3936918),0.005050245184839666,0.004407822426268145,0.0007446404605001307,0.0017340144190676988,1909.0,Wipkingen,541.8947368421053
330,"
Centrally located 3-room apartment
As of mid-December or by arrangement, we are renting out the centrally located 3-room apartment with the following key details:

- modern kitchen with glass ceramic stove
- Dishwasher
- Balcony
- modern bathroom/toilet
- various shopping opportunities nearby",Apartment,2290.0,3.0,63.0,POINT (8.5271213 47.374362),0.020773664683058517,0.001436578355233383,0.0005656939111986454,0.001576989658025553,1942.0,Langstrasse,436.1904761904762
331,"
City apartment in a top location
We rent this beautiful apartment in a prime location. The apartment offers you the following standard of construction:

- Kitchen with plenty of storage space
- Glass ceramic stove
- Dishwasher
- Bathroom with bathtub
- Parquet floors in the living area
- Ceramic tiles in the kitchen, bathroom and corridor
- Closet in corridor
- Large balcony
- Cellar compartment

The property is currently in the final stages of renovating the facade and modernizing the external thermal insulation. The property will also be equipped with geothermal probes and a heat pump.

The property is located in a preferred residential area close to various shopping opportunities and public transport. The Sihlcity shopping center can be reached within 5 minutes on foot. By car you can be on the motorway in no time.

Read more",Apartment,2550.0,2.0,51.0,POINT (8.52762344440523 47.3603053),0.014095042859848637,0.0024495735580862977,0.0010332656166331675,0.0017605620892382004,1954.0,Enge,600.0
332,"
Charming city apartment
We are renting this 3-room apartment for a limited period until September 30th, 2024, immediately or by arrangement

This cozy city apartment is in a central yet quiet location and impresses with the following points:





Read more",Apartment,1920.0,3.0,76.0,POINT (8.526745374054133 47.35566425),0.012015085613947069,0.0009320940195517397,0.0006558874104434302,0.0004956330437058932,1895.0,Enge,303.1578947368421
339,"
Spacious studio with balcony
The studio apartment has 27 m2 and is suitable as accommodation for 1-2 people for short or long stays in Zurich. The furnished studio has a spacious living/sleeping area with a double bed, a small kitchen corner with various kitchen utensils, a private bathroom and a balcony.

The following services are included in the price: high-speed wireless internet, satellite TV with international channels, monthly cleaning (for stays of 45 nights or more), bed linen and hand and bath towels. You also have the option of using washing machines and dryers in the basement.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2688.0,1.0,27.0,POINT (8.4936102 47.3864258),0.007197393632826653,0.002779614331916976,5.347832136315393e-05,0.002257640450798922,1964.0,Altstetten,1194.6666666666667
344,"
Newly renovated apartment in the middle of District 4
We rent this newly renovated and spacious apartment on the 2nd floor (with elevator), which offers you the following standard of expansion:

- Open kitchen


Read more",Apartment,2870.0,3.5,79.0,POINT (8.5266162 47.3800581),0.017069261969061472,0.0028669749789325873,8.504857696515418e-05,0.0011094832150302055,1990.0,Langstrasse,435.9493670886076
346,"
Elaborately renovated old building apartment in the center of the city
The old building, which was extensively renovated to a high standard in 2020, is located in district 4 directly at the Kalkbreite/Wiedikon train station. Inside the apartment there is no sign of the street or bus stop. The attractive infrastructure, the diverse shopping opportunities and the central location leave nothing to be desired. The apartment also offers you the following comfort:





Read more",Apartment,4490.0,3.5,108.0,POINT (8.521724 47.3743245),0.015740034389785128,0.002047608790012566,0.00043391264859220257,0.00041232031340685156,1891.0,Werd,498.8888888888889
348,"
Business Apartment in Altstetten - without stove!
The apartment has a kitchenette WITHOUT stove and oven (see photo).
A microwave can be provided on request free of charge.
The kitchen also has a Nespresso coffee machine. Here you will be given two capsules as a welcome gift.
All rooms are modernly furnished with a comfortable seating area, desk and parquet floor
Bathroom with shower and hairdryer
Nespresso coffee machine
Free WLAN, USB ports and network cable
Partly TV system with 200 free Filming
Partially balcony or terrace
Contact person on site
Virtual concierge
Weekly cleaning service including bed linen change
Breakfast buffet or snacks for on the go in the restaurant on request
There is a private fitness room in the building.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2542.0,1.0,18.0,POINT (8.4869214 47.3897448),0.007732398713441614,0.002008357608932658,0.0001319427444435852,0.00035926015300393686,1963.0,Altstetten,1694.6666666666667
350,"2 Bedroom Apartment Senior
This spacious 2 bedroom flat leaves nothing to wish for. Its chic furnishing, whether with Asian-style accessories, noble brown tones or colorful baroque details, makes this apartment unique. Two separate bedrooms with comfortable double beds, flat screen TV, wardrobe and a working desk provide sufficient privacy. The kitchen is modern and completely fitted with a glass ceramic stove, microwave with baking and grilling options, dishwasher, coffee maker, as well as all the necessary kitchen utensils. The open living area with designer furniture and leather sofas is a perfect place to relax. A modern bathroom with a shower, hand towels, a hair dryer and toiletries caters for all needs.

The apartments are set right in the heart of the lively 4th district there is no better place to experience the urban charm of Zurich at first hand. Diverse restaurants, cafes, shops and local pubs are just a few steps away. The legendary Langstrasse with its numerous bars and clubs also lies a short walking distance from the building. Additionally, there are green spaces and small parks in close proximity. What is more, the location offers superb transport links. Right on the doorstep there is a tram stop Bezirksgebäude. The railway station Wiedikon can be reached within 2 minutes walking distance. From here, there are direct connections to the Airport Zurich Kloten (approx. 20 minutes). The main railway station is located 10 minutes away. Please note that all apartments are equipped with a TV with international channels (TV taxes are not included in the rent).

Read more",Apartment,4580.0,2.0,54.0,POINT (8.5260791 47.3732762),0.020071022621028226,0.0010768600607451227,8.301322465187158e-05,0.0009964155374345947,1891.0,Werd,1017.7777777777778
353,"
Modern living in Guggachpark
In the middle of District 6, a few minutes' walk from Bucheggplatz and not far from Hönggerberg and the ETH campus, we are renting a spacious 4.5-room apartment as of March 1st, 2024.

The charming apartment impresses with the following features:

- Quiet, sunny residential area
- Modern kitchen
- Modern bathrooms
- Cellar compartment available
- Shower/toilet
- Bath / WC
- Washing tower available in the apartment
- Spacious balcony

good to know:

- inexpensive and ecological solar power from your own roof
- Various shopping opportunities in the immediate vicinity
- Good connection to public transport
- A parking space can be rented upon request
- Municipal kindergarten available in the property

Please note that the pictures only show the standard of construction and do not represent the apartment.
Read more",Apartment,3610.0,4.5,120.0,POINT (8.531072667574986 47.4023265),0.0019773694708133715,0.004446254717738131,0.0007109622637970352,0.001340382609190097,2020.0,Unterstrass,361.0
355,"
Rent without deposit - beautiful apartment in the heart of Zurich
We are renting this beautiful 2-room apartment in Zurich as of February 1st, 2024.

- Generous rooms
- Open modern kitchen
- Bright bathroom/toilet
- Floor coverings parquet
- Terrace with a view of the greenery
- Elevator in the house

(Attention: The pictures may be from a different apartment, but the standard of construction is the same.)",Apartment,2540.0,2.0,65.0,POINT (8.537160470890052 47.3874308),0.012852678625975247,0.0014539776844981578,0.0002828450075375129,0.0013402260621644883,1968.0,Unterstrass,468.9230769230769
363,"2 Bedroom Apartment in the heart of Zurich
Quiet 2 Bedroom Apartment in the center of Zurich

- completely furnished
- fully equipped kitchen
- Wi-Fi internet access incl.
- 24 hour hotline
- FLAT TV incl.
- all additional costs included (including electricity, hot water, communal laundry room in the basement, etc.)
- SERAFE NOT INCLUDED.
- Pets on request
- Parking spaces on request
- CLEANING 1 times a week including but excluding bed linen and towels
- Including garbage disposal
- Final cleaning included

Hinweis: Die angezeigten Preise und Daten sind nicht unbedingt final und sollten nur zu Informationszwecken verwendet werden. Sie sind nicht Vertragsgegenstand und demnach nicht verbindlich.

Energieausweis
Dieses Gebaude unterliegt nicht den Anforderungen der EnEV.
Read more",Furnished flat,3610.0,2.0,60.0,POINT (8.5314558 47.3733757),0.024749265840897667,0.0012180060874147675,0.0001450741791000173,0.0013087464434748527,1893.0,Langstrasse,722.0
364,"
Modern studio with balcony
Â· High-end apartment for discerning tastes
Â· Large balcony
Â· Modern kitchen with plenty of space
Â· Parquet flooring in the living and sleeping area
Â· Comfortable bathroom with walk-in shower
Â· En suite washing machine and dryer
Â · The pictures are visualisations, as the renovation is not yet complete
Â· Within walking distance from Zurich main station
Â· One minute walk to public transport

The studio is fully equipped, including Smart TV and WiFi. Household appliances such as a coffee maker, kettle, toaster, iron, vacuum cleaner and hair dryer are available. The kitchenette is equipped with the usual utensils such as pots, pans, crockery and cutlery.


Please note that the provider charges an additional VAT of 3.7% for guests who will not register in Zurich. on the total rental price.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3689.0,3.0,46.0,POINT (8.5444664 47.3825728),0.01512815507661312,0.0024354056823173266,7.269090328691114e-05,0.0008191564754274014,1977.0,Unterstrass,962.3478260869565
365,"
Comfortably furnished for 2 people
Â· High-end apartment for discerning tastes
Â· Large balcony
Â· Modern kitchen
Â· Parquet floors in the living and sleeping area
Â· Comfortable bathroom with walk-in shower
Â· En suite washing machine and dryer
Â· The pictures are visualisations, as the renovation is not yet complete
Â· Within walking distance of Zurich main station
Â· One minute walk to public transport

The apartment is fully equipped, including a flat screen TV and WiFi. Household appliances such as a coffee maker, kettle, toaster, iron, vacuum cleaner and hair dryer are available. The kitchenette is equipped with the usual utensils such as pots, pans, crockery and cutlery.

The apartments are currently under construction. The images are therefore visualizations. The rooms and room sizes were visualized according to the construction plan. The materials such as parquet, slab floors, kitchen extensions, etc. correspond to reality. The pictures of the furniture are samples and will therefore not be exactly the same.

Please note that the provider charges an additional VAT of 3.7% on the total rental price for guests who will not register in Zurich.

Note: The prices and dates shown are not necessarily final and should be used for informational purposes only. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3590.0,2.0,35.0,POINT (8.5444664 47.3825728),0.01512815507661312,0.0024354056823173266,7.269090328691114e-05,0.0008191564754274014,1977.0,Unterstrass,1230.857142857143
367,"
YOUR PERFECT SINGLE HOME
**First letting after refurbishment**
Country life meets urban happenings - Here you live in an idyllic, lushly green residential area and still enjoy all the advantages of the city of Zurich.

Only a few apartments are still available - reserve your dream apartment now:

Entrance area with cloakroom and intercom system with video function
To submit your application and to book an appointment to view the model apartment, please visit the website .

Please note that we can only consider fully submitted dossiers. Thank you very much.

We are looking forward to your contact.

The listed impressions (visualizations and photos) are protected by copyright and may not be used by third parties. The photos are of the model apartment of the project. Other apartment types may differ from these impressions.
Read more",Apartment,2070.0,2.5,49.0,POINT (8.5024338287006 47.417462150000006),0.011639323884610791,0.004264952773072871,0.0016429730694095558,0.0037462745483356832,1986.0,Affoltern,506.9387755102041
370,"
2 room apartment in the center of Zurich
The self-check-in apartments offer a kitchen and a bathroom in a typical Zurich residential area in a quiet location in the city center, near the Sihl promenade and many transport connections.

Friendly and attractively furnished apartments, fair prices and a perfect housekeeping service guarantee you pleasant stay. The apartments offer vacationers and business travelers alike relaxation and tranquility in apartments with great infrastructure and facilities.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3088.0,3.0,30.0,POINT (8.5216742 47.3680541),0.015221274445826756,0.001855243634879887,5.189785488855727e-05,0.0013655634668408296,1978.0,Alt-Wiedikon,1235.2
375,"
1.5 room apartment in district 4 for rent
We are renting this beautiful 1.5 room apartment on the 5th floor at Knüslistrasse 6. The apartment has the following expansion to offer you.

- Bathroom with bathtub",Apartment,1550.0,1.5,40.0,POINT (8.508908083920772 47.38450775),0.0018414126654553993,0.0034942372941471843,0.0002908473439431601,0.0004108726545894143,1955.0,Hard,465.0
376,"
In an idyllic and quiet location in Witikon
We rent this beautiful 3.5 room apartment on the 1st floor on the right (without elevator) immediately or by arrangement, which offers you the following standard of construction:

- Kitchen with dishwasher and vitroceramic
- Bathroom with bath and double sink
- separate toilet
- bright living room
- 2 balconies
- Cellar compartment

Note: These are sample images that only show the standard of construction.

Various shops, schools and public transport can be reached in a few minutes on foot.

Contact us today to arrange a viewing appointment.

A parking space can be rented if required.

Read more",Apartment,2120.0,3.5,74.0,POINT (8.601119253611898 47.3605865),0.0077947415116314785,0.03762140380572792,0.000554415714486001,0.0017475870015172517,1970.0,Witikon,343.7837837837838
379,"Ideale Liembach, 2.5 Zim. mit Keller und W-T. 5 Min. zum Markt
Komm und fuhl dich vom ersten Tag an in dieser stilvoll 2-Zimmer Wohnung in Zurich wie zu Hause. Du wirst es lieben in diese geschmackvoll eingerichtete, besonders durchdachte und voll ausgestattete District 2, Leimbach Wohnung mit atemberaubendem Balkonblick auf den Fluss See nach Hause zu kommen. (ID",Furnished flat,2550.0,4.0,56.0,POINT (8.5170443 47.3317127),0.006412327651979608,0.019408841243054937,3.467483409614044e-05,0.0021546753723351553,1984.0,Leimbach,546.4285714285714
381,"Hufte Altstetten 1.5 Zim.,Keller,W-T. 7Min. z. Markt
Fuhl dich wie zu Hause, ganz egal wo du mit wohnen willst. Du wirst von dieser geraumig moblierten District 9, Altstetten Studio/1-Zimmer Wohnung mit moderner Inneneinrichtung, voll ausgestatteten Kuche, und geraumig Wohnzimmer. Optimal gelegen, hast du das Beste, was Zurich zu bieten hat, ganz in der Nahe! (ID",Furnished flat,2914.0,3.0,32.0,POINT (8.4794245 47.3891036),0.007470028746286513,0.005666176668447365,0.00030763947825486525,0.0018115972674211333,1947.0,Altstetten,1092.75
382,"Schike Wiedikon 2.0 Zim.,Keller,W-T. 3 Min. zum Markt
Fuhl dich wie zu Hause, ganz egal wo du mit wohnen willst. Du wirst von dieser anspruchsvoll moblierten District 3, Wiedikon 2-Zimmer Wohnung mit moderner Inneneinrichtung, voll ausgestatteten Kuche, und anspruchsvoll Wohnzimmer mit tollem Balkonblick begeistert sein. Optimal gelegen, hast du das Beste, was Zurich zu bieten hat, ganz in der Nahe! (ID",Furnished flat,3912.0,2.0,55.0,POINT (8.5187647 47.3703941),0.013114885514660024,0.0006818765431877387,0.00011614687773111886,0.00040138561987418094,1988.0,Sihlfeld,853.5272727272727
383,"
Apartment on the pulse of Zurich!
We rent this centrally located 1.5 room apartment, which is ideal for singles.
In addition to the appealing floor plan, this property has the following standard of construction:

- bright living room
- with oiled oak parquet floor
- modern kitchen
- with glass ceramic hob
- with microwave
- balcony
- Cellar compartment

The photos are sample images that represent the expansion standard. The exact room layout can be found in the floor plan.

If required and available, a parking space can be rented for CHF 250.00 per month.

Public transport is available to you in abundance and will take you within a short time to Zurich main station, from where you have connections in all directions.

Various shops, such as a Migros or a Coop are only an 8-minute walk away.

You will also find a large number of restaurants, such as a vegan restaurant, a southern Italian, a Lebanese, an Argentinian, an Asian or a Turkish restaurant, which are only a three-minute walk away. Also there are many different cafes and bars that are similarly close to the property.

Various options are available for leisure activities, such as a fitness studio, a cinema, many shopping opportunities and various museums, all of which are in the immediate vicinity of the property.

Have we piqued your interest?

Then do not hesitate and contact us directly in the advertisement via ""Viewing"" to receive the viewing information.

We look forward to your digital registration.
!
Read more",Apartment,1556.0,1.5,24.0,POINT (8.522689940681232 47.37918145),0.015003881498246472,0.0023247997923666994,0.00026327673005794563,0.0006493231026068879,2017.0,Langstrasse,778.0
384,"
Bright business apartment in Zurich
Do you have to travel to Zurich on business and haven't found suitable accommodation yet? Check out this modern and furnished business apartment - it's perfect for business travellers!
The bright apartment has 2.5 rooms. It offers sleeping places for four people. So you can come alone or with your family. The apartment also has a kitchen with ceramic hob, oven, coffee maker and all the usual kitchen utensils. The bathroom is equipped with a toilet, shower, hand and bath towels, hair dryer and toiletries.
The following services are included in the price: wireless internet, television, monthly intermediate cleaning, bed linen, hand and bath towels, all additional costs, laundry facilities and final cleaning.

Note: The prices and dates shown are not necessarily final and should only be used for information purposes be used. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,3472.0,1.0,33.0,POINT (8.5262934 47.376154),0.019336692679601378,0.00044364850019211244,5.439762172559351e-05,0.0005866358495971877,1906.0,Langstrasse,1262.5454545454545
386,"
Beautiful apartment in District 4 in Aussersihl
The beautiful, open-plan apartment in Aussersihl with independent check-in awaits you in a quiet yet central location with excellent transport connections, near the Neue Borse and the Sihlpromenade.

The apartment has a kitchenette and a bathroom and is pleasantly furnished. Fair prices and a cleaning service contribute to a pleasant stay.

Note: The prices and dates shown are not necessarily final and should only be used for informational purposes. They are not part of the contract and are therefore not binding.

Energy certificate
This building is not subject to the requirements of the EnEV.
Read more",Furnished flat,2280.0,1.0,20.0,POINT (8.5287556 47.371315),0.021874997188610558,0.0017076706022769283,5.990072461190562e-05,0.0021654043922059983,1894.0,Werd,1368.0
391,"
Modern 2.5 room apartment near Schaffhauserplatz
We are renting this modern 2.5 room apartment in the immediate vicinity of Schaffhauserplatz as of November 16, 2023 with the following advantages:

- Elegant acacia parquet in ship-floor style
- New kitchen with glass ceramic, steamer, dishwasher, granite top
- Exclusive bathroom/toilet with dark slab floor
- Higher standard of construction with fine materials

Live your dream home in one of the most sought-after locations in Zurich! An oasis of peace with a central location.

The tram station “Schaffhauserplatz” is 100m away. From there you can reach Zurich main station within 6 minutes.
A parking space can also be rented.

The property was completely renovated in 2010.

The photos are not specific to the property, but simply show the standard of construction.
Read more",Apartment,2550.0,2.5,78.0,POINT (8.538273944324327 47.38998925),0.01159792183889095,0.001490310354279897,0.0005384082440318523,0.0017408563682354981,1932.0,Unterstrass,392.3076923076923
394,"
January hole Adee! 1 month free stay!
Are you looking for a modern, bright apartment in a top location? Then we have just what you are looking for! In the building ""Atrium 565"", which was completed for first occupancy in April 2017, we are renting a spacious, light-flooded 3.5-room apartment on the 2nd floor from February 1, 2024.

In addition to the large kitchen with cooking island and induction cooker, the apartment scores with the following features:

- Practical floor plan
- High-quality parquet throughout the apartment
- Own washing machine and tumble dryer
- Redoubt
- 2 wet cells
- Large living/dining area
- Beautiful balcony that invites you to linger

The viewing appointments take place as follows:

Friday, December 15, 2023
Read more",Apartment,2910.0,3.5,97.0,POINT (8.497843595038976 47.38380365),0.009619853537859544,0.0023606306474459366,0.0001271450745597437,0.0016335769013281292,2017.0,Altstetten,360.0
398,"
Behind the opera house, Zurich district 8, Seefeld
We are renting a large 3-room apartment at Hufgasse 19 in 8008 Zurich which offers the following expansion:

-Oak parquet flooring
-Completed modern kitchen
-Dishwasher and glass ceramic stove
-Bathroom with bathtub
-Connection for washing machine and tumbler
-Separate toilet
-Balcony at",Apartment,3470.0,3.0,83.0,POINT (8.549525384447094 47.36489795),0.02142102677395382,0.0022313236514113384,0.0006529619602203906,0.0017283366192792921,1939.0,Mühlebach,501.68674698795184
400,"
Beautiful Wiedikon 1.5ZW with cellar and WT, close to the SBahn
Discover what Zurich has to offer with this studio/1-room apartment in District 3, Wiedikon. Arrive and immediately settle into this airy apartment with a fully equipped kitchen, charming living room and our dedicated on-site support team. (ID",Furnished flat,3687.0,1.0,33.0,POINT (8.5045292 47.362414),0.003920863719911685,0.006260958696963496,0.0002613654734883949,0.0006646840335197663,1926.0,Friesenberg,1340.7272727272727
403,"
Maisonette apartment in a quiet location near the Letzipark shopping center
We are renting this unique apartment in the idyllic residential area immediately and for a limited period until November 30th, 2026 with the following attributes:

- Parquet floors in all rooms
- Kitchen with ceramic hob and dishwasher
- Bath / WC
- Separate toilet
- Practical built-in wardrobes in the corridor
- spacious storage room on the mezzanine floor
- A few minutes walk to the tram station
- Balcony
- Basement compartment

Have we piqued your interest? We are looking forward to your contact.



After the inspection, you are welcome to apply online, including the current debt collection register, using the link below:

Online application:
https://service.wincasa.ch/Service-Bewerbung/
REF no. 01084.01.0004
Read more",Duplex,2480.0,3.5,87.0,POINT (8.4979596 47.3816652),0.008542926696806173,0.0002192175359244116,0.0003639430341485855,0.0021062614449191136,1986.0,Albisrieden,342.0689655172414
